date,b_list,c_list,d_list,e_list,g_list,h_list
2021/12/9 15:29,491,14884,-242,1488,-608,734
2021/12/9 15:29,495,15129,-244,1500,-613,740
2021/12/9 15:29,499,15376,-246,1512,-618,746
2021/12/9 15:29,503,15625,-248,1524,-623,752
2021/12/9 15:29,507,15876,-250,1536,-628,758
2021/12/9 15:29,511,16129,-252,1548,-633,764
2021/12/9 15:29,515,16384,-254,1560,-638,770
2021/12/9 15:29,519,16641,-256,1572,-643,776
2021/12/9 15:29,523,16900,-258,1584,-648,782
2021/12/9 15:29,527,17161,-260,1596,-653,788
2021/12/9 15:29,531,17424,-262,1608,-658,794
2021/12/9 15:29,535,17689,-264,1620,-663,800
2021/12/9 15:29,539,17956,-266,1632,-668,806
2021/12/9 15:29,543,18225,-268,1644,-673,812
2021/12/9 15:29,547,18496,-270,1656,-678,818
2021/12/9 15:29,551,18769,-272,1668,-683,824
2021/12/9 15:29,555,19044,-274,1680,-688,830
2021/12/9 15:29,559,19321,-276,1692,-693,836
2021/12/9 15:29,563,19600,-278,1704,-698,842
2021/12/9 15:29,567,19881,-280,1716,-703,848
2021/12/9 15:29,571,20164,-282,1728,-708,854
2021/12/9 15:29,575,20449,-284,1740,-713,860
2021/12/9 15:29,579,20736,-286,1752,-718,866
2021/12/9 15:29,583,21025,-288,1764,-723,872
2021/12/9 15:29,587,21316,-290,1776,-728,878
2021/12/9 15:29,591,21609,-292,1788,-733,884
2021/12/9 15:29,595,21904,-294,1800,-738,890
2021/12/9 15:29,599,22201,-296,1812,-743,896
2021/12/9 15:29,603,22500,-298,1824,-748,902
2021/12/9 15:29,607,22801,-300,1836,-753,908
2021/12/9 15:29,611,23104,-302,1848,-758,914
2021/12/9 15:29,615,23409,-304,1860,-763,920
2021/12/9 15:29,619,23716,-306,1872,-768,926
2021/12/9 15:29,623,24025,-308,1884,-773,932
2021/12/9 15:29,627,24336,-310,1896,-778,938
2021/12/9 15:29,631,24649,-312,1908,-783,944
2021/12/9 15:29,635,24964,-314,1920,-788,950
2021/12/9 15:29,639,25281,-316,1932,-793,956
2021/12/9 15:29,643,25600,-318,1944,-798,962
2021/12/9 15:29,647,25921,-320,1956,-803,968
2021/12/9 15:29,651,26244,-322,1968,-808,974
2021/12/9 15:29,655,26569,-324,1980,-813,980
2021/12/9 15:29,659,26896,-326,1992,-818,986
2021/12/9 15:29,663,27225,-328,2004,-823,992
2021/12/9 15:29,667,27556,-330,2016,-828,998
2021/12/9 15:29,671,27889,-332,2028,-833,1004
2021/12/9 15:29,675,28224,-334,2040,-838,1010
2021/12/9 15:29,679,28561,-336,2052,-843,1016
2021/12/9 15:29,683,28900,-338,2064,-848,1022
2021/12/9 15:29,687,29241,-340,2076,-853,1028
2021/12/9 15:29,691,29584,-342,2088,-858,1034
2021/12/9 15:29,695,29929,-344,2100,-863,1040
2021/12/9 15:29,699,30276,-346,2112,-868,1046
2021/12/9 15:29,703,30625,-348,2124,-873,1052
2021/12/9 15:29,707,30976,-350,2136,-878,1058
2021/12/9 15:29,711,31329,-352,2148,-883,1064
2021/12/9 15:29,715,31684,-354,2160,-888,1070
2021/12/9 15:29,719,32041,-356,2172,-893,1076
2021/12/9 15:29,723,32400,-358,2184,-898,1082
2021/12/9 15:29,727,32761,-360,2196,-903,1088
2021/12/9 15:29,731,33124,-362,2208,-908,1094
2021/12/9 15:29,735,33489,-364,2220,-913,1100
2021/12/9 15:29,739,33856,-366,2232,-918,1106
2021/12/9 15:29,743,34225,-368,2244,-923,1112
2021/12/9 15:29,747,34596,-370,2256,-928,1118
2021/12/9 15:29,751,34969,-372,2268,-933,1124
2021/12/9 15:29,755,35344,-374,2280,-938,1130
2021/12/9 15:29,759,35721,-376,2292,-943,1136
2021/12/9 15:29,763,36100,-378,2304,-948,1142
2021/12/9 15:29,767,36481,-380,2316,-953,1148
2021/12/9 15:29,771,36864,-382,2328,-958,1154
2021/12/9 15:29,775,37249,-384,2340,-963,1160
2021/12/9 15:29,779,37636,-386,2352,-968,1166
2021/12/9 15:29,783,38025,-388,2364,-973,1172
2021/12/9 15:29,787,38416,-390,2376,-978,1178
2021/12/9 15:29,791,38809,-392,2388,-983,1184
2021/12/9 15:29,795,39204,-394,2400,-988,1190
2021/12/9 15:29,799,39601,-396,2412,-993,1196
2021/12/9 15:29,803,40000,-398,2424,-998,1202
2021/12/9 15:29,807,40401,-400,2436,-1003,1208
2021/12/9 15:29,811,40804,-402,2448,-1008,1214
2021/12/9 15:29,815,41209,-404,2460,-1013,1220
2021/12/9 15:29,819,41616,-406,2472,-1018,1226
2021/12/9 15:29,823,42025,-408,2484,-1023,1232
2021/12/9 15:29,827,42436,-410,2496,-1028,1238
2021/12/9 15:29,831,42849,-412,2508,-1033,1244
2021/12/9 15:29,835,43264,-414,2520,-1038,1250
2021/12/9 15:29,839,43681,-416,2532,-1043,1256
2021/12/9 15:29,843,44100,-418,2544,-1048,1262
2021/12/9 15:29,847,44521,-420,2556,-1053,1268
2021/12/9 15:29,851,44944,-422,2568,-1058,1274
2021/12/9 15:29,855,45369,-424,2580,-1063,1280
2021/12/9 15:29,859,45796,-426,2592,-1068,1286
2021/12/9 15:29,863,46225,-428,2604,-1073,1292
2021/12/9 15:29,867,46656,-430,2616,-1078,1298
2021/12/9 15:29,871,47089,-432,2628,-1083,1304
2021/12/9 15:29,875,47524,-434,2640,-1088,1310
2021/12/9 15:29,879,47961,-436,2652,-1093,1316
2021/12/9 15:29,883,48400,-438,2664,-1098,1322
2021/12/9 15:29,887,48841,-440,2676,-1103,1328
2021/12/9 15:29,891,49284,-442,2688,-1108,1334
2021/12/9 15:29,895,49729,-444,2700,-1113,1340
2021/12/9 15:29,899,50176,-446,2712,-1118,1346
2021/12/9 15:29,903,50625,-448,2724,-1123,1352
2021/12/9 15:29,907,51076,-450,2736,-1128,1358
2021/12/9 15:29,911,51529,-452,2748,-1133,1364
2021/12/9 15:29,915,51984,-454,2760,-1138,1370
2021/12/9 15:29,919,52441,-456,2772,-1143,1376
2021/12/9 15:29,923,52900,-458,2784,-1148,1382
2021/12/9 15:29,927,53361,-460,2796,-1153,1388
2021/12/9 15:29,931,53824,-462,2808,-1158,1394
2021/12/9 15:29,935,54289,-464,2820,-1163,1400
2021/12/9 15:29,939,54756,-466,2832,-1168,1406
2021/12/9 15:29,943,55225,-468,2844,-1173,1412
2021/12/9 15:29,947,55696,-470,2856,-1178,1418
2021/12/9 15:29,951,56169,-472,2868,-1183,1424
2021/12/9 15:29,955,56644,-474,2880,-1188,1430
2021/12/9 15:29,959,57121,-476,2892,-1193,1436
2021/12/9 15:29,963,57600,-478,2904,-1198,1442
2021/12/9 15:29,967,58081,-480,2916,-1203,1448
2021/12/9 15:29,971,58564,-482,2928,-1208,1454
2021/12/9 15:29,975,59049,-484,2940,-1213,1460
2021/12/9 15:29,979,59536,-486,2952,-1218,1466
2021/12/9 15:29,983,60025,-488,2964,-1223,1472
2021/12/9 15:29,987,60516,-490,2976,-1228,1478
2021/12/9 15:29,991,61009,-492,2988,-1233,1484
2021/12/9 15:29,995,61504,-494,3000,-1238,1490
2021/12/9 15:29,999,62001,-496,3012,-1243,1496
2021/12/9 15:29,1003,62500,-498,3024,-1248,1502
2021/12/9 15:29,1007,63001,-500,3036,-1253,1508
2021/12/9 15:29,1011,63504,-502,3048,-1258,1514
2021/12/9 15:29,1015,64009,-504,3060,-1263,1520
2021/12/9 15:29,1019,64516,-506,3072,-1268,1526
2021/12/9 15:29,1023,65025,-508,3084,-1273,1532
2021/12/9 15:29,1027,65536,-510,3096,-1278,1538
2021/12/9 15:29,1031,66049,-512,3108,-1283,1544
2021/12/9 15:29,1035,66564,-514,3120,-1288,1550
2021/12/9 15:29,1039,67081,-516,3132,-1293,1556
2021/12/9 15:29,1043,67600,-518,3144,-1298,1562
2021/12/9 15:29,1047,68121,-520,3156,-1303,1568
2021/12/9 15:29,1051,68644,-522,3168,-1308,1574
2021/12/9 15:29,1055,69169,-524,3180,-1313,1580
2021/12/9 15:29,1059,69696,-526,3192,-1318,1586
2021/12/9 15:29,1063,70225,-528,3204,-1323,1592
2021/12/9 15:29,1067,70756,-530,3216,-1328,1598
2021/12/9 15:29,1071,71289,-532,3228,-1333,1604
2021/12/9 15:29,1075,71824,-534,3240,-1338,1610
2021/12/9 15:29,1079,72361,-536,3252,-1343,1616
2021/12/9 15:29,1083,72900,-538,3264,-1348,1622
2021/12/9 15:29,1087,73441,-540,3276,-1353,1628
2021/12/9 15:29,1091,73984,-542,3288,-1358,1634
2021/12/9 15:29,1095,74529,-544,3300,-1363,1640
2021/12/9 15:29,1099,75076,-546,3312,-1368,1646
2021/12/9 15:29,1103,75625,-548,3324,-1373,1652
2021/12/9 15:29,1107,76176,-550,3336,-1378,1658
2021/12/9 15:29,1111,76729,-552,3348,-1383,1664
2021/12/9 15:29,1115,77284,-554,3360,-1388,1670
2021/12/9 15:29,1119,77841,-556,3372,-1393,1676
2021/12/9 15:29,1123,78400,-558,3384,-1398,1682
2021/12/9 15:29,1127,78961,-560,3396,-1403,1688
2021/12/9 15:29,1131,79524,-562,3408,-1408,1694
2021/12/9 15:29,1135,80089,-564,3420,-1413,1700
2021/12/9 15:29,1139,80656,-566,3432,-1418,1706
2021/12/9 15:29,1143,81225,-568,3444,-1423,1712
2021/12/9 15:29,1147,81796,-570,3456,-1428,1718
2021/12/9 15:29,1151,82369,-572,3468,-1433,1724
2021/12/9 15:29,1155,82944,-574,3480,-1438,1730
2021/12/9 15:29,1159,83521,-576,3492,-1443,1736
2021/12/9 15:29,1163,84100,-578,3504,-1448,1742
2021/12/9 15:29,1167,84681,-580,3516,-1453,1748
2021/12/9 15:29,1171,85264,-582,3528,-1458,1754
2021/12/9 15:29,1175,85849,-584,3540,-1463,1760
2021/12/9 15:29,1179,86436,-586,3552,-1468,1766
2021/12/9 15:29,1183,87025,-588,3564,-1473,1772
2021/12/9 15:29,1187,87616,-590,3576,-1478,1778
2021/12/9 15:29,1191,88209,-592,3588,-1483,1784
2021/12/9 15:29,1195,88804,-594,3600,-1488,1790
2021/12/9 15:29,1199,89401,-596,3612,-1493,1796
2021/12/9 15:29,1203,90000,-598,3624,-1498,1802
2021/12/9 15:29,1207,90601,-600,3636,-1503,1808
2021/12/9 15:29,1211,91204,-602,3648,-1508,1814
2021/12/9 15:29,1215,91809,-604,3660,-1513,1820
2021/12/9 15:29,1219,92416,-606,3672,-1518,1826
2021/12/9 15:29,1223,93025,-608,3684,-1523,1832
2021/12/9 15:29,1227,93636,-610,3696,-1528,1838
2021/12/9 15:29,1231,94249,-612,3708,-1533,1844
2021/12/9 15:29,1235,94864,-614,3720,-1538,1850
2021/12/9 15:29,1239,95481,-616,3732,-1543,1856
2021/12/9 15:29,1243,96100,-618,3744,-1548,1862
2021/12/9 15:29,1247,96721,-620,3756,-1553,1868
2021/12/9 15:29,1251,97344,-622,3768,-1558,1874
2021/12/9 15:29,1255,97969,-624,3780,-1563,1880
2021/12/9 15:29,1259,98596,-626,3792,-1568,1886
2021/12/9 15:29,1263,99225,-628,3804,-1573,1892
2021/12/9 15:29,1267,99856,-630,3816,-1578,1898
2021/12/9 15:29,1271,100489,-632,3828,-1583,1904
2021/12/9 15:29,1275,101124,-634,3840,-1588,1910
2021/12/9 15:29,1279,101761,-636,3852,-1593,1916
2021/12/9 15:29,1283,102400,-638,3864,-1598,1922
2021/12/9 15:29,1287,103041,-640,3876,-1603,1928
2021/12/9 15:29,1291,103684,-642,3888,-1608,1934
2021/12/9 15:29,1295,104329,-644,3900,-1613,1940
2021/12/9 15:29,1299,104976,-646,3912,-1618,1946
2021/12/9 15:29,1303,105625,-648,3924,-1623,1952
2021/12/9 15:29,1307,106276,-650,3936,-1628,1958
2021/12/9 15:29,1311,106929,-652,3948,-1633,1964
2021/12/9 15:29,1315,107584,-654,3960,-1638,1970
2021/12/9 15:29,1319,108241,-656,3972,-1643,1976
2021/12/9 15:29,1323,108900,-658,3984,-1648,1982
2021/12/9 15:29,1327,109561,-660,3996,-1653,1988
2021/12/9 15:29,1331,110224,-662,4008,-1658,1994
2021/12/9 15:29,1335,110889,-664,4020,-1663,2000
2021/12/9 15:29,1339,111556,-666,4032,-1668,2006
2021/12/9 15:29,1343,112225,-668,4044,-1673,2012
2021/12/9 15:29,1347,112896,-670,4056,-1678,2018
2021/12/9 15:29,1351,113569,-672,4068,-1683,2024
2021/12/9 15:29,1355,114244,-674,4080,-1688,2030
2021/12/9 15:29,1359,114921,-676,4092,-1693,2036
2021/12/9 15:29,1363,115600,-678,4104,-1698,2042
2021/12/9 15:29,1367,116281,-680,4116,-1703,2048
2021/12/9 15:29,1371,116964,-682,4128,-1708,2054
2021/12/9 15:29,1375,117649,-684,4140,-1713,2060
2021/12/9 15:29,1379,118336,-686,4152,-1718,2066
2021/12/9 15:29,1383,119025,-688,4164,-1723,2072
2021/12/9 15:29,1387,119716,-690,4176,-1728,2078
2021/12/9 15:29,1391,120409,-692,4188,-1733,2084
2021/12/9 15:29,1395,121104,-694,4200,-1738,2090
2021/12/9 15:29,1399,121801,-696,4212,-1743,2096
2021/12/9 15:29,1403,122500,-698,4224,-1748,2102
2021/12/9 15:29,1407,123201,-700,4236,-1753,2108
2021/12/9 15:29,1411,123904,-702,4248,-1758,2114
2021/12/9 15:29,1415,124609,-704,4260,-1763,2120
2021/12/9 15:29,1419,125316,-706,4272,-1768,2126
2021/12/9 15:29,1423,126025,-708,4284,-1773,2132
2021/12/9 15:29,1427,126736,-710,4296,-1778,2138
2021/12/9 15:29,1431,127449,-712,4308,-1783,2144
2021/12/9 15:29,1435,128164,-714,4320,-1788,2150
2021/12/9 15:29,1439,128881,-716,4332,-1793,2156
2021/12/9 15:29,1443,129600,-718,4344,-1798,2162
2021/12/9 15:29,1447,130321,-720,4356,-1803,2168
2021/12/9 15:29,1451,131044,-722,4368,-1808,2174
2021/12/9 15:29,1455,131769,-724,4380,-1813,2180
2021/12/9 15:29,1459,132496,-726,4392,-1818,2186
2021/12/9 15:29,1463,133225,-728,4404,-1823,2192
2021/12/9 15:29,1467,133956,-730,4416,-1828,2198
2021/12/9 15:29,1471,134689,-732,4428,-1833,2204
2021/12/9 15:29,1475,135424,-734,4440,-1838,2210
2021/12/9 15:29,1479,136161,-736,4452,-1843,2216
2021/12/9 15:29,1483,136900,-738,4464,-1848,2222
2021/12/9 15:29,1487,137641,-740,4476,-1853,2228
2021/12/9 15:29,1491,138384,-742,4488,-1858,2234
2021/12/9 15:29,1495,139129,-744,4500,-1863,2240
2021/12/9 15:29,1499,139876,-746,4512,-1868,2246
2021/12/9 15:29,1503,140625,-748,4524,-1873,2252
2021/12/9 15:29,1507,141376,-750,4536,-1878,2258
2021/12/9 15:29,1511,142129,-752,4548,-1883,2264
2021/12/9 15:29,1515,142884,-754,4560,-1888,2270
2021/12/9 15:29,1519,143641,-756,4572,-1893,2276
2021/12/9 15:29,1523,144400,-758,4584,-1898,2282
2021/12/9 15:29,1527,145161,-760,4596,-1903,2288
2021/12/9 15:29,1531,145924,-762,4608,-1908,2294
2021/12/9 15:29,1535,146689,-764,4620,-1913,2300
2021/12/9 15:29,1539,147456,-766,4632,-1918,2306
2021/12/9 15:29,1543,148225,-768,4644,-1923,2312
2021/12/9 15:29,1547,148996,-770,4656,-1928,2318
2021/12/9 15:29,1551,149769,-772,4668,-1933,2324
2021/12/9 15:29,1555,150544,-774,4680,-1938,2330
2021/12/9 15:29,1559,151321,-776,4692,-1943,2336
2021/12/9 15:29,1563,152100,-778,4704,-1948,2342
2021/12/9 15:29,1567,152881,-780,4716,-1953,2348
2021/12/9 15:29,1571,153664,-782,4728,-1958,2354
2021/12/9 15:29,1575,154449,-784,4740,-1963,2360
2021/12/9 15:29,1579,155236,-786,4752,-1968,2366
2021/12/9 15:29,1583,156025,-788,4764,-1973,2372
2021/12/9 15:29,1587,156816,-790,4776,-1978,2378
2021/12/9 15:29,1591,157609,-792,4788,-1983,2384
2021/12/9 15:29,1595,158404,-794,4800,-1988,2390
2021/12/9 15:29,1599,159201,-796,4812,-1993,2396
2021/12/9 15:29,1603,160000,-798,4824,-1998,2402
2021/12/9 15:29,1607,160801,-800,4836,-2003,2408
2021/12/9 15:29,1611,161604,-802,4848,-2008,2414
2021/12/9 15:29,1615,162409,-804,4860,-2013,2420
2021/12/9 15:29,1619,163216,-806,4872,-2018,2426
2021/12/9 15:29,1623,164025,-808,4884,-2023,2432
2021/12/9 15:29,1627,164836,-810,4896,-2028,2438
2021/12/9 15:29,1631,165649,-812,4908,-2033,2444
2021/12/9 15:29,1635,166464,-814,4920,-2038,2450
2021/12/9 15:29,1639,167281,-816,4932,-2043,2456
2021/12/9 15:29,1643,168100,-818,4944,-2048,2462
2021/12/9 15:29,1647,168921,-820,4956,-2053,2468
2021/12/9 15:29,1651,169744,-822,4968,-2058,2474
2021/12/9 15:29,1655,170569,-824,4980,-2063,2480
2021/12/9 15:29,1659,171396,-826,4992,-2068,2486
2021/12/9 15:29,1663,172225,-828,5004,-2073,2492
2021/12/9 15:29,1667,173056,-830,5016,-2078,2498
2021/12/9 15:29,1671,173889,-832,5028,-2083,2504
2021/12/9 15:29,1675,174724,-834,5040,-2088,2510
2021/12/9 15:29,1679,175561,-836,5052,-2093,2516
2021/12/9 15:29,1683,176400,-838,5064,-2098,2522
2021/12/9 15:29,1687,177241,-840,5076,-2103,2528
2021/12/9 15:29,1691,178084,-842,5088,-2108,2534
2021/12/9 15:29,1695,178929,-844,5100,-2113,2540
2021/12/9 15:29,1699,179776,-846,5112,-2118,2546
2021/12/9 15:29,1703,180625,-848,5124,-2123,2552
2021/12/9 15:29,1707,181476,-850,5136,-2128,2558
2021/12/9 15:29,1711,182329,-852,5148,-2133,2564
2021/12/9 15:29,1715,183184,-854,5160,-2138,2570
2021/12/9 15:29,1719,184041,-856,5172,-2143,2576
2021/12/9 15:29,1723,184900,-858,5184,-2148,2582
2021/12/9 15:29,1727,185761,-860,5196,-2153,2588
2021/12/9 15:29,1731,186624,-862,5208,-2158,2594
2021/12/9 15:29,1735,187489,-864,5220,-2163,2600
2021/12/9 15:29,1739,188356,-866,5232,-2168,2606
2021/12/9 15:29,1743,189225,-868,5244,-2173,2612
2021/12/9 15:29,1747,190096,-870,5256,-2178,2618
2021/12/9 15:29,1751,190969,-872,5268,-2183,2624
2021/12/9 15:29,1755,191844,-874,5280,-2188,2630
2021/12/9 15:29,1759,192721,-876,5292,-2193,2636
2021/12/9 15:29,1763,193600,-878,5304,-2198,2642
2021/12/9 15:29,1767,194481,-880,5316,-2203,2648
2021/12/9 15:29,1771,195364,-882,5328,-2208,2654
2021/12/9 15:29,1775,196249,-884,5340,-2213,2660
2021/12/9 15:29,1779,197136,-886,5352,-2218,2666
2021/12/9 15:29,1783,198025,-888,5364,-2223,2672
2021/12/9 15:29,1787,198916,-890,5376,-2228,2678
2021/12/9 15:29,1791,199809,-892,5388,-2233,2684
2021/12/9 15:29,1795,200704,-894,5400,-2238,2690
2021/12/9 15:29,1799,201601,-896,5412,-2243,2696
2021/12/9 15:29,1803,202500,-898,5424,-2248,2702
2021/12/9 15:29,1807,203401,-900,5436,-2253,2708
2021/12/9 15:29,1811,204304,-902,5448,-2258,2714
2021/12/9 15:29,1815,205209,-904,5460,-2263,2720
2021/12/9 15:29,1819,206116,-906,5472,-2268,2726
2021/12/9 15:29,1823,207025,-908,5484,-2273,2732
2021/12/9 15:29,1827,207936,-910,5496,-2278,2738
2021/12/9 15:29,1831,208849,-912,5508,-2283,2744
2021/12/9 15:29,1835,209764,-914,5520,-2288,2750
2021/12/9 15:29,1839,210681,-916,5532,-2293,2756
2021/12/9 15:29,1843,211600,-918,5544,-2298,2762
2021/12/9 15:29,1847,212521,-920,5556,-2303,2768
2021/12/9 15:29,1851,213444,-922,5568,-2308,2774
2021/12/9 15:29,1855,214369,-924,5580,-2313,2780
2021/12/9 15:29,1859,215296,-926,5592,-2318,2786
2021/12/9 15:29,1863,216225,-928,5604,-2323,2792
2021/12/9 15:29,1867,217156,-930,5616,-2328,2798
2021/12/9 15:29,1871,218089,-932,5628,-2333,2804
2021/12/9 15:29,1875,219024,-934,5640,-2338,2810
2021/12/9 15:29,1879,219961,-936,5652,-2343,2816
2021/12/9 15:29,1883,220900,-938,5664,-2348,2822
2021/12/9 15:29,1887,221841,-940,5676,-2353,2828
2021/12/9 15:29,1891,222784,-942,5688,-2358,2834
2021/12/9 15:29,1895,223729,-944,5700,-2363,2840
2021/12/9 15:29,1899,224676,-946,5712,-2368,2846
2021/12/9 15:29,1903,225625,-948,5724,-2373,2852
2021/12/9 15:29,1907,226576,-950,5736,-2378,2858
2021/12/9 15:29,1911,227529,-952,5748,-2383,2864
2021/12/9 15:29,1915,228484,-954,5760,-2388,2870
2021/12/9 15:29,1919,229441,-956,5772,-2393,2876
2021/12/9 15:29,1923,230400,-958,5784,-2398,2882
2021/12/9 15:29,1927,231361,-960,5796,-2403,2888
2021/12/9 15:29,1931,232324,-962,5808,-2408,2894
2021/12/9 15:29,1935,233289,-964,5820,-2413,2900
2021/12/9 15:29,1939,234256,-966,5832,-2418,2906
2021/12/9 15:29,1943,235225,-968,5844,-2423,2912
2021/12/9 15:29,1947,236196,-970,5856,-2428,2918
2021/12/9 15:29,1951,237169,-972,5868,-2433,2924
2021/12/9 15:29,1955,238144,-974,5880,-2438,2930
